Country_Other,April16,April17,April18,April19,April20,April21,April22,April23,April24,April25,April26,April27,April28,April29,April30,May01,May02,May03,May04,May05,May06,May07,May08,May09,May10,May11,May12,May13,May14,May15,May16,May17,May18,May19,May20,May21,May22,May23,May24,May25,May26,May27,May28,May29,May30,May31,June01,June02,June03,June04,June05,June06,June07,June08,June09,June10,June11,June12,June13,June14,June15,June16,June17,June18,June19,June20,June21,June22,June23,June24,June25,June26,June27,June28,June29,June30,July01,July02,July03,July04,July05,July06,July07,July08,July09,July10,July11,July12,July13,July14,July15,July16,July17,July18,July19,July20,July21,July22,July23,July24,July25,July26,July27,July28,July29,July30,July31,August01,August02,August03,August04,August05,August06,August07,August08,August09,August10,August11,August12,August13,August14,August15,August16,August17,August18,August19,August20,August21,August22,August23,August24,August25,August26,August27,August28,August29,August30,August31,September01,September02,September03,September04,September05,September06,September07,September08,September09,September10,September11,September12,September13,September14,September15,September16,September17,September18,September19,September20,September21,September22,September23,September24,September25,September26,September27,September28,September29,September30,October01,October02,October03,October04,October05,October06,October07,October08,October09,October10,October11,October12,October13,October14,October15,October16,October17,October18,October19,October20,October21,October22,October23,October24,October25,October26,October27,October28,October29,October30,October31,November01,November02,November03,November04,November05,November06,November07,November08,November09,November10,November11,November12,November13,November14,November15,November16,November17,November18,November19,November20,November21,November22,November23,November24,November25,November26,November27,November28,November29,November30,December01,December02,December03,December04,December05,December06,December07,December08
Albania,"4,827","5,080","5,311","5,542","5,775","6,017","6,269","6,509","6,768","7,015","7,279","7,491","7,758","8,028","8,253","8,498","8,669","8,866","9,006","9,276","9,531","9,806","10,044","10,268","10,438","10,559","10,802","11,048","11,239","11,458","11,764","12,024","12,192","12,369","12,555","12,759","12,933","13,133","13,279","13,333","13,506","13,768","13,993","14,269","14,498","14,723","14,825","15,068","15,365","15,647","15,810","16,063","16,255","16,357","16,716","17,027","17,318","17,618","17,888","18,250","18,569","18,933","19,266","19,546","19,876","20,196","20,523","20,762","21,090","21,437","21,781","22,183","22,538","22,912","23,283","23,654","23,869","24,237","24,601","24,601","24,601","25,730","26,239","26,637","27,038","27,458","27,878","28,298","28,883","29,334","29,695","30,120","30,551","31,052","31,383","31,383","31,383","31,383","33,105","33,669","33,669","34,477","34,477","34,477","34,477","35,986","35,986","37,503","37,503","37,503","37,503","38,997","38,997","40,675","40,675","40,675","42,242","42,242","42,854","42,854","42,854","45,402","46,028","46,529","47,461","48,325","49,172","50,036","50,873","51,658","52,605","53,475","54,353","54,353","56,019","56,815","57,618","58,438","59,250","60,106","60,941","60,941","62,658","63,505","64,329","65,159","66,011","66,881","66,881","68,628","69,505","70,367","71,177","72,001","72,818","73,651","74,487","75,331","76,140","76,965","77,852","78,704","79,512","80,323","80,323","81,979","82,799","83,641","84,654","85,739","86,747","87,710","88,622","89,527","90,441","91,412","92,344","93,304","94,247","95,199","96,254","97,605","99,003","100,405","101,694","102,970","104,383","105,790","111,564","111,564","109,982","111,311","112,626","113,930","115,208","116,605","118,027","119,561","120,821","122,293","123,739","125,423","127,148","127,148","130,846","132,773","134,715","136,682","139,405","141,789","143,833","146,341","148,750","151,251","153,492","156,052","158,626","161,218","163,895","166,365","168,449","170,801","173,306","173,306","177,617","179,818","181,844","184,097","186,045","188,221","188,221","192,663","194,927","197,235","199,609","201,572","204,104"
Diamond Princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lebanon,"18,115","19,185","20,225","20,929","20,929","21,764","22,853","24,210","25,337","26,467","27,827","29,367","30,879","32,446","34,499","36,420","37,880","39,238","41,014","42,488","44,701","46,677","48,673","49,990","51,182","51,731","53,269","54,694","56,385","57,715","59,588","61,479","62,424","63,720","65,363","67,510","69,610","71,814","74,224","74,994","75,813","77,488","78,947","80,239","82,076","83,574","84,176","86,244","88,310","90,509","92,175","93,907","95,154","96,181","97,745","99,534","101,676","103,390","105,264","106,149","106,897","108,039","109,707","111,168","112,811","114,386","116,282","117,080","118,534","120,315","122,351","125,058","127,693","128,894","129,668","132,639","135,662","138,131","141,479","144,418","146,718","149,196","152,335","155,893","160,153","164,616","171,444","175,327","178,945","184,425","189,723","194,448","201,186","207,514","209,912","216,702","223,646","230,049","235,729","244,448","254,024","261,251","268,761","276,797","286,340","293,452","302,113","310,851","316,716","322,725","322,725","337,195","345,268","352,998","358,376","365,731","371,239","377,221","383,947","392,839","401,016","408,909","415,273","420,919","430,162","437,369","443,709","451,309","457,149","462,531","468,266","476,823","484,150","493,220","502,126","511,468","520,110","525,556","536,269","545,350","553,931","563,030","572,248","581,244","588,158","599,254","610,111","619,265","629,535","639,423","647,775","654,005","665,018","677,419","689,210","700,966","713,366","713,366","731,104","743,088","756,198","768,181","781,974","793,149","806,085","811,938","824,799","837,596","850,720","866,663","880,108","889,920","896,623","910,877","927,346","941,608","955,438","970,451","980,520","985,791","999,515","1,013,957","1,026,776","1,040,965","1,056,254","1,066,464","1,071,955","1,084,657","1,098,302","1,112,223","1,126,289","1,139,812","1,152,198","1,157,037","1,171,367","1,185,777","1,200,652","1,212,828","1,227,731","1,236,497","1,243,062","1,259,561","1,274,375","1,288,840","1,302,138","1,314,815","1,323,296","1,329,738","1,342,452","1,356,055","1,370,200","1,372,106","1,386,191","1,393,979","1,399,195","1,413,665","1,426,730","1,439,823","1,451,939","1,463,727","1,472,523","1,478,694","1,490,531","1,503,020","1,514,824","1,526,253","1,537,867","1,615,708","1,620,913","1,632,412","1,646,418","1,660,610","1,672,623","1,672,623","1,697,089","1,703,246","1,713,694"
Niger,"4,427","4,688","4,715","4,715","4,715","4,832","4,832","4,832","4,832","5,013","5,013","5,013","5,116","5,148","5,194","5,230","5,271","5,309","5,309","5,375","5,409","5,432","5,488","5,515","5,562","5,598","5,642","5,691","5,723","5,749","5,816","5,816","5,888","5,909","5,909","5,949","5,971","5,989","5,989","5,989","5,989","5,989","6,020","6,020","6,033","6,047","6,058","6,068","6,087","6,099","6,119","6,187","6,196","6,215","6,229","6,240","6,252","6,252","6,275","6,289","6,301","6,317","6,367","6,379","6,379","6,406","6,406","6,423","6,436","6,436","6,449","6,449","6,449","6,495","6,495","6,495","6,495","6,547","6,547","6,547","6,568","6,581","6,603","6,603","6,603","6,636","6,636","6,636","6,658","6,658","6,658","6,696","7,007","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","9,052","19,543","19,761","19,794","19,989","20,530","20,589","20,589","20,589","21,016","21,016","21,482","21,905","22,022","24,769","25,024","25,024","25,447","25,579","25,889","26,062","26,229","26,746","26,937","27,129","27,584","27,921","28,191","28,347","28,347","28,347","30,162","30,162","30,663","30,663","30,663","33,958","34,414","34,670","34,823","35,103","35,257","35,257","36,531","36,756","37,027","37,027","37,433","37,564","37,722","37,896","37,896","37,896","37,896","39,430","39,562","39,707","39,707","40,796","40,796","41,475","41,475","41,945","42,170","42,170","42,659","42,659","43,087","43,087","43,488","43,488","43,488","44,383","44,950","44,950","44,950","44,950","46,310","46,310","47,083","47,083","47,907","47,907","47,907","47,907","47,907"
Costa Rica,"9,396","9,752","10,138","10,417","10,879","11,387","11,766","12,073","12,342","12,467","12,467","12,670","12,729","13,117","13,240","13,529","13,632","13,851","13,988","14,121","14,448","15,140","15,810","16,517","17,170","17,299","17,470","18,040","18,388","18,655","19,401","20,115","20,352","20,741","21,299","21,929","22,554","22,910","23,378","23,580","23,703","24,338","24,897","25,503","26,073","26,622","26,622","27,318","27,318","27,318","28,753","29,140","29,449","29,622","29,622","30,372","30,779","31,308","31,763","32,262","32,510","32,801","33,282","33,780","34,477","34,946","35,369","35,625","36,135","36,765","37,645","38,500","38,500","38,500","38,500","38,500","38,500","43,865","43,865","44,917","44,917","48,487","48,487","50,852","50,852","54,191","54,191","57,745","57,745","61,216","61,216","61,216","65,819","65,819","68,755","68,755","71,150","71,150","71,150","74,375","74,375","79,544","81,266","81,266","81,266","84,815","84,815","88,861","92,680","92,680","96,110","96,110","96,110","100,050","100,050","105,915","105,915","105,915","108,819","108,819","112,960","117,914","117,914","120,435","123,223","123,223","126,337","128,308","130,867","133,005","133,005","133,005","136,154","136,154","143,049","146,047","146,047","150,106","150,106","153,884","156,466","156,466","162,780","162,780","166,786","166,786","172,011","175,050","175,050","175,050","181,763","181,763","186,456","190,570","190,570","196,377","196,377","199,713","204,765","204,765","210,057","213,404","216,356","219,823","219,823","224,515","224,515","229,178","229,178","234,624","238,248","238,248","243,276","245,115","245,115","251,285","254,262","257,549","257,549","257,549","264,549","267,827","271,394","271,394","271,394","271,394","271,394","271,394","271,394","271,394","271,394","296,363","296,363","296,363","302,168","305,146","308,063","308,063","308,063","308,063","308,063","318,064","318,064","326,539","326,539","326,539","326,539","336,529","336,529","336,529","341,594","341,594","341,594","341,594","355,362","355,362","355,362","363,834","363,834","363,834","363,834","375,720","375,720","381,490","381,490","381,490","381,490","381,490","397,311","398,784","398,784","398,784","404,440","404,440","404,440","404,440","419,572"
Kyrgyzstan,"26,147","26,147","26,147","26,147","26,147","26,147","26,147","39,615","39,615","39,615","45,627","45,627","45,627","50,775","51,472","51,472","51,472","51,472","56,488","56,488","59,490","59,490","59,490","59,490","59,490","59,490","59,490","59,490","59,490","59,490","59,490","59,490","59,490","59,490","94,441","94,441","98,281","98,281","98,281","100,488","100,488","105,815","109,521","109,521","109,521","111,859","111,859","114,353","119,124","119,124","124,434","127,051","127,051","127,051","127,051","139,610","139,610","147,454","147,454","150,612","150,612","150,612","150,612","162,819","162,819","171,161","171,161","171,161","191,137","191,137","199,853","199,853","199,853","212,112","212,112","212,112","222,295","222,295","228,857","228,857","228,857","236,893","236,893","236,893","236,893","236,893","249,996","249,996","255,242","256,698","259,793","259,793","262,894","262,894","262,894","262,894","262,894","262,894","262,894","262,894","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","267,718","276,522","276,522","276,522","276,522","276,522","276,522","276,522","276,522","276,522","276,522","276,522","276,522","276,522","276,522","276,522","276,522","388,670","392,223","392,223","392,223","401,596","402,860","406,437","410,221","414,064","417,790","417,790","417,790","417,790","426,953","430,463","430,463","430,463","440,403","442,805","442,805","446,054","448,905","452,715","452,715","455,894","458,475","463,370","463,370","467,137","467,137","476,960","480,095","480,095","483,884","483,884","490,518","490,518","490,518","501,610","501,610","504,891","509,160","509,160","509,160","509,160","519,585","519,585","526,749","530,035"
Senegal,,,,,,466,466,466,466,466,466,466,466,466,466,466,466,466,"17,787","17,787","18,969","18,969","18,969","18,969","18,969","18,969","18,969","24,599","24,599","24,599","24,599","24,599","24,599","24,599","24,599","24,599","32,883","34,082","35,016","35,016","35,016","37,547","38,508","39,499","40,735","42,105","43,129","44,949","46,288","49,090","49,180","49,180","49,180","49,180","54,232","55,634","55,634","58,003","59,008","59,008","61,609","61,609","63,862","63,862","66,238","67,855","67,855","70,080","70,080","72,112","73,097","75,294","76,303","77,482","78,438","79,712","80,619","81,779","82,857","82,857","82,857","85,410","86,103","86,891","87,861","88,729","89,519","90,627","91,337","92,101","92,905","94,078","95,152","95,942","96,654","97,293","97,662","98,906","100,076","101,678","101,678","104,360","105,443","106,267","106,267","107,814","107,814","108,664","109,579","110,525","111,603","112,844","114,761","116,472","116,472","119,704","121,106","121,982","123,824","125,554","127,506","129,392","129,392","130,441","131,367","132,830","134,349","135,770","135,770","137,020","137,832","138,648","140,032","141,274","142,524","143,852","145,128","146,218","147,162","148,349","149,381","150,727","152,040","153,206","154,258","154,258","154,258","155,191","156,452","157,545","158,751","159,603","160,330","161,499","162,811","163,965","165,299","166,523","167,520","168,373","169,378","170,433","171,603","172,744","174,039","174,968","175,888","177,154","178,505","179,718","181,055","182,186","183,115","183,892","184,934","185,921","186,980","188,157","189,248","189,887","190,811","192,104","193,209","194,293","195,275","196,431","197,260","198,076","199,086","199,985","201,364","202,301","203,318","203,894","204,347","205,068","205,757","206,562","207,516","208,554","209,207","209,607","210,376","211,116","211,884","212,852","213,649","214,193","214,790","215,528","216,241","216,890","217,959","218,821","219,429","219,980","220,766","221,566","222,360","223,338","224,229","224,913","225,437","226,180","227,139","228,060","229,110","230,139","230,861","231,541","232,594","233,510","234,564","235,788","236,713","237,944","238,788"
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Honduras,"2,012","2,012","2,396","2,535","2,535","2,535","2,535","2,535","3,107","3,457","3,457","3,643","3,643","3,643","3,643","3,643","3,643","4,669","4,810","5,243","5,653","5,653","5,653","5,653","5,653","5,653","5,653","5,653","5,653","5,653","5,653","5,653","5,653","10,775","10,775","11,315","11,820","11,820","11,820","14,790","14,790","14,790","14,790","14,790","14,790","14,790","14,790","14,790","14,790","14,790","14,790","14,790","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","21,540","49,308","49,308","49,308","49,308","49,308","49,308","49,308","49,308","49,308","49,308","49,308","49,308","49,308","49,308","49,308","49,308","49,308","49,308","49,308","49,308","78,825","78,825","78,825","78,825","78,825","91,828","93,526","95,574","95,574","97,334","98,904","98,904","102,882","104,206","105,820","105,820","108,314","109,292","109,292","112,370","112,370","115,059","116,246","116,246","118,409","119,321","120,181","121,168","122,434","123,539","123,539","126,374","127,946","129,411","130,864","132,242","132,242","135,216","135,216","135,216","137,618","141,114","142,638","143,807","143,807","145,519","148,824","150,142","151,844","153,065","153,065","154,241","154,645","155,223","155,428","157,292","160,162","161,483","161,483","161,483","161,483","165,904","167,103","169,602","170,765","171,673","172,323","172,323","172,323","174,027","175,053","176,804","178,095","179,028","179,028","181,731","183,299","184,962","186,350","188,174","189,176","190,387","192,595","194,516","194,516","198,152","198,841","200,039","200,039","203,264","205,258","205,258","209,170","211,236","213,204","213,204","214,418","217,953","220,422","221,619","223,346","225,439","225,439","225,439","227,440","229,147","231,005","231,650","231,650","231,650","231,650","231,650","231,650","231,650","242,391","243,725","243,725","243,725","246,269","246,269","246,269","251,826","251,826","251,826","253,694","255,418","255,418","255,418","258,954","260,224","261,638","261,638","264,898","264,898","267,616","267,616","269,711","269,711","271,223","271,223","271,223","271,223","277,350"
Uruguay,"11,239","11,239","12,478","13,207","13,396","13,923","14,532","14,532","15,834","15,834","16,496","17,063","17,505","18,140","19,747","20,554","21,164","21,939","22,805","23,811","24,656","25,698","26,838","27,461","28,024","28,697","29,500","30,209","31,209","32,225","33,036","33,861","34,384","34,794","35,630","36,537","37,178","37,590","38,146","38,695","39,469","40,229","41,469","42,624","43,479","43,911","44,551","45,226","45,777","46,512","47,433","48,029","48,432","48,896","49,653","50,473","51,313","52,078","52,862","53,265","53,725","54,486","544,866","55,896","56,234","56,877","57,289","57,687","58,845","60,318","61,608","62,765","64,183","64,586","65,626","66,300","67,533","68,449","69,570","70,482","71,445","72,553","73,609","74,568","76,035","77,259","78,117","78,586","79,963","81,446","82,772","84,289","86,008","87,354","88,616","90,649","92,056","95,156","97,472","99,572","101,060","103,003","104,958","107,321","109,311","110,951","113,537","115,200","117,053","119,042","122,296","124,098","126,956","128,814","130,767","131,836","133,237","135,429","137,186","138,700","142,599","144,228","146,266","147,594","150,086","152,121","154,431","156,623","158,702","160,216","161,637","163,129","164,738","166,117","167,716","171,237","172,081","173,187","175,080","176,981","178,629","180,739","183,906","185,710","186,883","188,636","190,356","192,578","195,199","196,892","198,041","201,435","203,232","205,278","208,293","210,199","211,556","212,901","216,358","218,239","221,313","224,322","225,803","228,335","229,518","232,359","233,902","236,255","238,916","242,136","245,197","246,766","248,736","251,361","254,180","256,777","259,772","262,492","264,087","266,427","268,240","270,780","273,605","276,559","279,160","281,249","283,904","286,583","290,095","292,525","295,579","299,200","302,334","304,815","307,253","310,963","314,820","317,516","320,589","323,930","325,144","327,794","330,875","334,146","337,189","340,124","344,350","347,344","350,629","354,970","358,772","361,955","366,559","370,424","373,231","377,359","378,410","385,965","390,704","394,631","399,366","401,497","406,500","412,263","416,093","420,422","424,334","430,201","433,899","437,520","442,787","448,386","455,859","460,820","468,182","472,299","477,921"
San Marino,846,846,"1,605","1,711","1,726","1,820","1,872","1,929","1,929","1,929","2,074","2,082","2,170","2,235","2,305","2,386","2,397","2,451","2,457","2,538","2,660","2,777","2,860","2,956","2,956","2,985","3,121","3,201","3,300","3,394","3,460","3,499","3,499","3,610","3,700","3,779","3,873","3,968","3,968","3,996","4,079","4,079","4,303","4,382","4,466","4,466","4,485","4,573","4,662","4,749","4,749","4,749","4,749","4,749","5,061","5,150","5,150","5,238","5,238","5,238","5,355","5,413","5,433","5,487","5,501","5,501","5,501","5,551","5,597","5,631","5,649","5,669","5,669","5,669","5,669","5,713","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","5,729","6,068","6,068","6,068","6,068","6,068","6,068","6,068","6,068","6,068","6,068","6,068","6,068","6,068","6,068","6,068","6,068","6,068","6,068","6,399","6,511","6,511","6,511","6,511","6,511","6,511","6,678","6,678","6,678","6,678","6,678","6,678","6,865","6,865","6,865","6,865","6,865","6,865","6,865","6,865","6,865","7,176","7,176","7,176","7,176","7,176","7,176","7,377","7,377","7,377","7,470","7,470","7,470","7,470","7,470","7,470","7,602","7,602","7,602","7,602","7,602","7,602","7,755","7,755","7,755","7,755","7,755","7,755","7,755","7,755","7,895","7,895","7,895","7,895","7,895","7,895","7,895","8,321","8,321","8,321","8,321","8,604","8,604","8,830","8,927","9,184","9,184","9,184","9,582","9,582","9,582","10,165","10,165","10,165","10,165","10,165","10,800","10,800","11,257","11,257","11,257","11,257","11,949","11,949","12,675","12,675","13,396","13,396","13,396","13,461","13,461","14,265","14,265","14,875","14,875","14,875","15,290","15,290","16,007","16,307","16,611","17,069","17,069","17,194","17,645","18,063","18,364","18,682","19,028","19,028","19,281","19,281"
Channel Islands,"3,320","3,320","3,320","3,320","3,320","3,320","3,320","3,320","3,320","3,320","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","5,342","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","10,255","21,388","21,388","21,388","21,388","21,388","21,388","21,388","21,388","21,388","21,388","21,388","21,388","21,388","21,388","21,410","21,410","21,410","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","30,721","52,055","52,055","52,055","52,055","52,055","52,055","52,055","52,055","52,055","52,055","52,055","68,985","68,985","68,985","68,985","68,985","68,985","68,985","68,985","68,985","68,985","68,985","68,985","68,985","68,985","83,755","83,755","83,755","83,755","83,755","83,755","91,292","91,292","91,292","91,292","91,292","91,292","91,292","91,292","91,292","91,292","91,292","117,227","117,227","117,227","117,227","117,227","123,884","123,884","123,884","123,884","123,884","123,884","123,884","123,884","123,884","123,884","123,884","123,884","123,884","123,884","123,884","123,884","127,554","127,554","127,554","127,554","132,517","132,517","132,517","132,517","132,517","132,517","132,517","138,993","138,993","141,888","141,888","141,888","141,888","141,888","141,888","141,888","165,849","165,849","165,849","165,849","165,849","165,849","165,849","165,849","165,849","165,849","165,849","165,849","165,849","165,849","165,849","165,849","165,849","165,849","165,849","165,849","189,738","189,738","189,738","189,738","189,738","189,738","189,738","199,491","199,491","199,491","199,491","199,491","199,491","199,491","199,491","199,491","199,491","199,491","199,491","199,491","199,491"
Sri Lanka,"4,768","4,768","4,768","6,463","6,463","6,793","7,393","7,393","13,142","13,850","13,850","15,240","17,715","17,715","21,157","22,418","23,525","25,206","26,842","26,842","29,378","30,525","32,078","33,899","35,323","36,605","37,662","38,740","39,629","39,629","42,056","43,137","44,391","45,351","46,413","47,521","49,124","51,094","53,092","54,834","56,181","57,327","59,165","60,878","62,208","63,935","65,355","66,421","68,204","70,290","72,180","73,996","75,239","76,957","76,957","80,302","81,735","81,735","84,802","85,967","85,967","88,734","90,010","91,391","91,391","94,260","95,087","95,087","97,402","97,402","97,402","101,226","101,226","101,226","101,226","105,105","105,105","105,105","110,505","110,505","110,505","110,505","114,765","114,765","114,765","114,765","114,765","122,071","122,071","125,632","127,920","130,390","132,796","135,519","135,519","139,591","139,591","143,673","143,673","143,673","143,673","143,673","153,065","153,065","155,540","155,540","155,540","160,226","162,090","162,090","162,090","166,737","166,737","166,737","166,737","166,737","166,737","166,737","166,737","166,737","166,737","166,737","166,737","166,737","166,737","195,025","195,025","195,025","195,025","195,025","208,397","208,397","213,462","216,309","219,162","219,162","219,162","226,111","228,052","230,547","230,547","235,221","235,221","235,221","235,221","235,221","235,221","235,221","249,328","249,328","253,842","256,043","257,477","259,778","262,378","262,378","266,057","268,371","269,483","269,483","273,708","275,590","275,590","279,740","282,197","284,059","285,457","287,864","289,588","289,588","289,588","289,588","296,611","298,501","303,381","308,989","313,813","321,009","328,504","328,504","342,343","348,909","357,698","357,698","374,448","383,961","383,961","383,961","406,466","415,243","423,332","432,801","441,990","450,836","460,455","469,286","480,838","480,838","500,736","512,735","524,448","524,448","545,043","545,043","545,043","579,803","579,803","606,693","606,693","616,900","627,011","636,586","650,257","661,387","672,100","680,843","691,948","702,254","713,652","724,864","736,959","747,638","755,105","765,505","777,610","790,896","802,832","815,897","827,928","835,391","848,814","862,446","876,044","876,044","903,280","917,741","917,741"
Georgia,"5,027","5,027","5,027","5,027","7,611","7,611","8,375","8,375","8,375","9,699","9,699","11,504","11,504","12,593","14,718","15,904","15,904","15,904","15,904","20,579","20,579","24,036","25,861","27,846","29,736","29,736","31,952","33,505","34,500","36,248","36,248","38,961","39,573","40,711","40,711","44,098","45,707","45,707","48,565","49,093","50,208","50,208","52,117","53,618","53,618","56,987","56,987","58,976","60,273","61,395","61,395","61,395","61,395","67,725","67,725","67,725","70,569","70,569","73,893","75,918","75,918","78,158","78,158","78,158","83,734","83,734","83,734","83,734","90,434","90,434","95,219","98,486","101,753","101,753","101,753","106,509","106,509","113,167","113,167","120,336","120,336","125,314","125,314","125,314","134,250","134,250","142,577","142,577","148,188","148,188","156,144","156,144","164,285","164,285","164,285","174,558","174,558","174,558","187,139","187,139","187,139","201,519","204,356","204,356","214,043","214,043","225,145","225,145","225,145","225,145","240,473","240,473","240,473","240,473","258,525","258,525","258,525","258,525","258,525","283,789","283,789","283,789","301,183","301,183","301,183","315,142","315,142","327,436","327,436","327,436","341,166","341,166","341,166","355,486","355,486","355,486","355,486","370,858","370,858","381,236","388,485","388,485","404,061","404,061","404,061","422,452","422,452","439,848","439,848","459,585","470,696","470,696","490,207","503,119","517,590","529,121","529,121","550,489","550,489","550,489","571,486","571,486","571,486","571,486","571,486","616,348","616,348","639,816","639,816","639,816","639,816","639,816","679,169","679,169","679,169","706,806","706,806","706,806","706,806","706,806","706,806","706,806","706,806","763,603","763,603","784,676","784,676","800,789","800,789","800,789","800,789","800,789","800,789","800,789","860,418","860,418","860,418","860,418","860,418","860,418","860,418","860,418","860,418","950,253","950,253","950,253","975,896","975,896","975,896","1,012,265","1,012,265","1,012,265","1,012,265","1,012,265","1,012,265","1,012,265","1,012,265","1,012,265","1,012,265","1,012,265","1,106,785","1,106,785","1,133,765","1,133,765","1,133,765","1,133,765","1,133,765","1,183,319","1,183,319","1,183,319","1,207,234","1,207,234","1,207,234","1,586,536","1,586,536","1,586,536","1,610,374"
Guatemala,"7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","20,820","20,820","20,820","20,820","25,464","25,464","25,464","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","31,427","64,590","64,590","64,590","64,590","64,590","64,590","64,590","64,590","64,590","64,590","64,590","64,590","64,590","64,590","64,590","64,590","64,590","121,125","125,082","128,910","132,434","135,434","138,850","140,501","140,925","144,492","148,164","148,164","156,568","160,626","161,606","161,606","165,506","169,231","172,712","176,400","176,400","181,305","181,801","185,374","185,374","193,147","197,068","200,558","200,984","200,984","205,381","209,138","213,204","216,776","216,776","221,235","221,659","225,758","229,882","233,685","237,210","240,745","241,959","242,502","246,026","249,569","252,958","256,054","258,363","259,283","259,883","263,085","266,598","270,040","273,067","275,853","276,803","277,555","280,030","280,727","283,578","286,730","289,901","291,203","292,515","296,469","300,215","302,958","307,668","312,229","314,086","314,975","318,931","323,669","327,947","332,584","336,546","337,896","338,692","342,674","347,374","353,138","356,103","360,917","362,858","363,714","368,058","372,625","377,722","382,409","387,077","388,653","390,147","394,295","395,620","399,960","404,460","409,066","410,048","410,931","416,088","421,237","425,241","430,041","434,452","435,382","435,382","438,272","442,049","446,889","451,077","454,837","455,875","456,559","461,454","466,007","471,384","475,913","481,015","482,294","483,389","488,601","492,925","498,110","503,057","507,476","508,814","509,477","514,406","519,010","523,625","527,548","531,664","533,244","533,871","538,797","543,324","547,398","551,173","555,213","556,522","557,235","562,000"
