Country_Other,April16,April17,April18,April19,April20,April21,April22,April23,April24,April25,April26,April27,April28,April29,April30,May01,May02,May03,May04,May05,May06,May07,May08,May09,May10,May11,May12,May13,May14,May15,May16,May17,May18,May19,May20,May21,May22,May23,May24,May25,May26,May27,May28,May29,May30,May31,June01,June02,June03,June04,June05,June06,June07,June08,June09,June10,June11,June12,June13,June14,June15,June16,June17,June18,June19,June20,June21,June22,June23,June24,June25,June26,June27,June28,June29,June30,July01,July02,July03,July04,July05,July06,July07,July08,July09,July10,July11,July12,July13,July14,July15,July16,July17,July18,July19,July20,July21,July22,July23,July24,July25,July26,July27,July28,July29,July30,July31,August01,August02,August03,August04,August05,August06,August07,August08,August09,August10,August11,August12,August13,August14,August15,August16,August17,August18,August19,August20,August21,August22,August23,August24,August25,August26,August27,August28,August29,August30,August31,September01,September02,September03,September04,September05,September06,September07,September08,September09,September10,September11,September12,September13,September14,September15,September16,September17,September18,September19,September20,September21,September22,September23,September24,September25,September26,September27,September28,September29,September30,October01,October02,October03,October04,October05,October06,October07,October08,October09,October10,October11,October12,October13,October14,October15,October16,October17,October18,October19,October20,October21,October22,October23,October24,October25,October26,October27,October28,October29,October30,October31,November01,November02,November03,November04,November05,November06,November07,November08,November09,November10,November11,November12,November13,November14,November15,November16,November17,November18,November19,November20,November21,November22,November23,November24,November25,November26,November27,November28,November29,November30,December01,December02,December03,December04,December05,December06,December07,December08,December09,December10,December11,December12,December13,December14,December15,December16,December17,December18,December19,December20,December21,December22,December23,December24,December25,December26,December27,December28,December29,December30,December31,Jan01_2021,Jan02_2021,Jan03_2021,Jan04_2021,Jan05_2021,Jan06_2021,Jan07_2021,Jan08_2021,Jan09_2021,Jan10_2021,Jan11_2021,Jan12_2021,Jan13_2021,Jan14_2021,Jan15_2021,Jan16_2021,Jan17_2021,Jan18_2021,Jan19_2021,Jan20_2021,Jan21_2021,Jan22_2021,Jan23_2021,Jan24_2021,Jan25_2021,Jan26_2021,Jan27_2021,Jan28_2021,Jan29_2021,Jan30_2021,Jan31_2021,Feb01_2021,Feb02_2021,Feb03_2021,Feb04_2021,Feb05_2021,Feb06_2021
Diamond Princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lebanon,"2,654","2,811","2,963","3,066","3,066","3,189","3,348","3,547","3,712","3,878","4,077","4,303","4,524","4,754","5,054","5,336","5,550","5,749","6,009","6,225","6,549","6,839","7,131","7,324","7,499","7,579","7,804","8,013","8,256","8,451","8,726","9,003","9,141","9,331","9,572","9,886","10,194","10,517","10,870","10,983","11,103","11,348",4,"11,752","12,021","12,240","12,329","12,632","12,934","13,257","13,501","13,755","13,937","14,088","14,317","14,580","14,893","15,145","15,419","15,549","15,659","15,827","16,071","16,285","16,526","16,757","17,035","17,152","17,365","17,627","17,925","18,322","18,708","18,884","18,998","19,433","19,877","20,239","20,729","21,160","21,498","21,861","22,321","22,843","23,467","24,121","25,122","25,692","26,222","27,025","27,802","28,495","29,483","30,410","30,762","31,758","32,776","33,714","34,547","35,825","37,229","38,289","39,390","40,568","41,968","43,010","44,280","45,562","46,422","47,303","47,304","49,425","50,609","51,743","52,532","53,611","54,419","55,296","56,283","57,587","58,787","59,944","60,878","61,707","63,062","64,120","65,050","66,165","67,022","67,812","68,653","69,909","70,984","72,315","73,621","74,992","76,260","77,059","78,631","79,964","81,223","82,558","83,911","85,231","86,246","87,874","89,467","90,810","92,318","93,769","94,995","95,910","97,526","99,346","101,076","102,801","104,621","104,622","107,225","108,984","110,908","112,667","114,691","116,332","118,231","119,091","120,979","122,857","124,784","127,124","129,097","130,538","131,523","133,616","136,033","138,127","140,157","142,361","143,840","144,615","146,630","148,751","150,633","152,717","154,961","156,461","157,269","159,134","161,138","163,183","165,248","167,234","169,054","169,766","171,870","173,987","176,172","177,960","180,149","181,438","182,403","184,827","187,003","189,128","191,081","192,944","194,191","195,139","197,007","199,006","201,084","201,366","203,436","204,581","205,349","207,475","209,395","211,319","213,100","214,833","216,127","217,035","218,775","220,611","222,346","224,026","225,734","237,163","237,929","239,620","241,679","243,765","245,532","245,535","249,129","250,036","251,573","253,820","256,280","258,047","260,091","261,860","262,876","264,933","267,207","267,210","267,213","267,216","267,220","267,223","268,394","271,206","274,333","276,635","278,272","280,359","281,837","285,341","288,531","292,036","294,534","296,696","299,529","301,714","305,511","309,958","313,963","318,180","322,071","325,589","327,409","331,260","335,328","338,970","342,183","345,292","348,032","349,853","353,223","356,208","359,314","362,276","364,761","366,970","368,323","371,069","373,513","375,921","378,055","380,132","381,852","382,691","385,487","387,839","390,050","392,310","394,392"
Niger,183,194,195,195,195,200,200,200,200,207,207,207,211,213,215,216,218,219,219,222,223,224,227,228,230,231,233,235,238,239,241,241,244,245,245,247,248,248,248,248,248,248,3,250,250,251,251,252,252,253,254,256,257,257,258,258,259,259,260,260,261,261,264,264,264,265,265,266,266,266,267,267,267,269,269,268,268,271,271,271,271,272,273,273,273,274,274,274,275,275,275,276,289,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,371,371,371,371,802,811,812,820,842,844,844,844,861,861,880,898,902,"1,015","1,025","1,025","1,042","1,048","1,060","1,067","1,074","1,095","1,103","1,110","1,129","1,143","1,153","1,160","1,160","1,159","1,234","1,233","1,254","1,254","1,254","1,388","1,407","1,417","1,423","1,434","1,441","1,440","1,492","1,501","1,512","1,512","1,529","1,534","1,540","1,547","1,547","1,547","1,547","1,609","1,614","1,620","1,620","1,664","1,664","1,691","1,691","1,710","1,719","1,719","1,739","1,739","1,756","1,756","1,772","1,772","1,772","1,808","1,831","1,831","1,831","1,830","1,886","1,885","1,917","1,916","1,950","1,950","1,949","1,949","1,949","2,054","2,054","2,053","2,053","2,143","2,164","2,204","2,204","2,249","2,265","2,265","2,264","2,326","2,326","2,369","2,397","2,427","2,427","2,426","2,426","2,496","2,495","2,534","2,534","2,533","2,580","2,580","2,591","2,628","2,628","2,627","2,679","2,692","2,692","2,719","2,718","2,758","2,758","2,758","2,808","2,820","2,829","2,845","2,858","2,858","2,887","2,900","2,909","2,926","2,940","2,952","2,962","2,975","2,987","2,997","2,997","2,996","3,036","3,045","3,056"
Costa Rica,"1,844","1,914","1,990","2,045","2,136","2,235","2,310","2,370","2,423","2,447","2,447","2,487","2,499","2,575","2,599","2,656","2,676","2,719","2,746","2,772","2,836","2,972","3,104","3,242","3,371","3,396","3,429","3,541","3,614","3,666","3,813","3,953","4,000","4,076","4,185","4,309","4,432","4,502","4,594","4,633","4,657","4,782",2,"5,010","5,122","5,230","5,230","5,366","5,366","5,366","5,648","5,724","5,784","5,818","5,818","5,965","6,045","6,149","6,238","6,336","6,384","6,441","6,536","6,633","6,770","6,862","6,945","6,995","7,095","7,218","7,391","7,559","7,558","7,558","7,558","7,558","7,558","8,611","8,610","8,817","8,816","9,517","9,517","9,981","9,980","10,635","10,635","11,332","11,332","12,013","12,013","12,012","12,915","12,915","13,491","13,490","13,960","13,960","13,959","14,592","14,591","15,605","15,942","15,942","15,942","16,637","16,637","17,430","18,179","18,178","18,851","18,850","18,850","19,622","19,622","20,771","20,771","20,770","21,339","21,339","22,150","23,121","23,120","23,614","24,160","24,160","24,769","25,155","25,656","26,075","26,074","26,074","26,690","26,690","28,040","28,627","28,627","29,422","29,421","30,161","30,666","30,665","31,902","31,901","32,685","32,684","33,708","34,302","34,301","34,300","35,615","35,614","36,533","37,338","37,337","38,474","38,473","39,125","40,114","40,113","41,149","41,803","42,381","43,059","43,058","43,975","43,974","44,887","44,885","45,951","46,660","46,658","47,642","48,001","48,000","49,207","49,788","50,431","50,429","50,428","51,798","52,438","53,135","53,134","53,132","53,131","53,130","53,129","53,127","53,126","53,125","58,011","58,009","58,008","59,143","59,724","60,293","60,292","60,290","60,289","60,287","62,243","62,242","63,898","63,897","63,895","63,894","65,847","65,845","65,843","66,833","66,831","66,829","66,828","69,520","69,518","69,516","71,172","71,170","71,168","71,166","73,489","73,488","74,614","74,612","74,611","74,609","74,607","77,699","77,985","77,983","77,981","79,085","79,083","79,081","79,079","82,036","82,034","83,505","83,503","83,501","84,306","86,072","86,070","87,253","87,251","88,708","88,705","88,703","90,767","90,765","90,763","90,760","92,901","92,898","92,896","94,511","94,508","94,506","96,773","96,770","96,768","96,766","99,002","99,000","100,413","100,410","102,007","102,004","102,002","101,999","104,623","104,620","104,617","106,808","106,806","106,803","108,569","108,566","108,564","109,639","110,766","110,763","110,760","111,704","111,701","111,698","112,848","112,845","114,075","114,072","116,189","116,186","117,355","117,352","118,588","118,585"
Kyrgyzstan,"4,008","4,008","4,008","4,008","4,008","4,008","4,008","6,072","6,072","6,072","6,994","6,994","6,994","7,783","7,889","7,889","7,889","7,889","8,658","8,658","9,118","9,118","9,118","9,118","9,118","9,118","9,118","9,118","9,139","9,138","9,138","9,137","9,137","9,137","14,504","14,503","15,092","15,091","15,091","15,429","15,428","16,245",2,"16,813","16,812","17,170","17,169","17,551","18,283","18,282","19,096","19,497","19,496","19,495","19,494","21,420","21,419","22,622","22,621","23,104","23,103","23,102","23,101","24,972","24,971","26,249","26,248","26,247","29,309","29,307","30,642","30,641","30,640","32,518","32,516","32,515","34,074","34,073","35,077","35,075","35,074","36,303","36,302","36,300","36,299","36,297","38,303","38,301","39,103","39,324","39,797","39,795","40,268","40,266","40,264","40,263","40,261","40,259","40,257","40,255","40,992","40,990","40,989","40,987","40,985","40,983","40,981","40,979","40,977","40,976","40,974","40,972","40,970","40,968","40,966","40,965","40,963","40,961","40,959","40,957","40,955","40,953","40,952","40,950","40,948","40,946","40,944","40,942","40,941","40,939","40,937","40,935","40,933","40,931","40,929","40,928","40,926","40,924","40,922","40,920","40,918","40,917","40,915","40,913","40,911","40,909","40,907","40,906","40,904","40,902","40,900","40,898","40,896","40,895","40,893","40,891","40,889","40,887","40,885","40,884","40,882","40,880","40,878","40,876","40,874","40,872","40,871","40,869","40,867","40,865","40,863","40,861","42,203","42,201","42,200","42,198","42,196","42,194","42,192","42,190","42,188","42,186","42,184","42,182","42,181","42,179","42,177","42,175","59,277","59,816","59,813","59,811","61,237","61,427","61,970","62,544","63,127","63,692","63,690","63,687","63,684","65,078","65,610","65,607","65,604","67,116","67,479","67,476","67,968","68,399","68,976","68,973","69,455","69,845","70,587","70,584","71,155","71,151","72,644","73,119","73,115","73,689","73,686","74,693","74,689","74,686","76,371","76,368","76,864","77,510","77,507","77,504","77,500","79,083","79,080","80,167","80,663","81,223","81,786","82,336","82,811","83,194","83,386","83,885","84,359","84,800","85,296","85,770","85,766","85,898","86,334","86,737","87,229","87,644","88,136","88,435","88,570","89,384","89,734","90,209","90,328","90,475","90,679","90,866","91,041","91,578","92,137","92,363","92,597","92,593","92,861","93,713","94,060","94,537","95,024","95,373","95,630","95,954","96,315","96,719","97,152","97,148","97,510","97,757","97,891","98,104","98,696","99,318","99,825","100,134","100,681","100,902","101,231","101,226","101,705","102,138","102,467"
Senegal,,,,,,28,28,28,28,28,28,28,28,28,28,28,28,28,"1,062","1,062","1,133","1,133","1,133","1,133","1,133","1,133","1,133","1,469","1,475","1,474","1,474","1,474","1,474","1,474","1,474","1,474","1,970","2,042","2,097","2,097","2,097","2,249",2,"2,365","2,439","2,521","2,582","2,691","2,771","2,938","2,943","2,943","2,943","2,943","3,245","3,328","3,328","3,470","3,529","3,529","3,685","3,684","3,819","3,818","3,960","4,057","4,056","4,189","4,189","4,310","4,368","4,499","4,559","4,629","4,686","4,762","4,816","4,885","4,949","4,948","4,948","5,100","5,141","5,188","5,245","5,297","5,344","5,409","5,451","5,497","5,544","5,614","5,677","5,724","5,766","5,804","5,826","5,899","5,969","6,064","6,063","6,223","6,287","6,336","6,335","6,427","6,426","6,477","6,531","6,587","6,650","6,724","6,838","6,939","6,939","7,131","7,214","7,265","7,374","7,477","7,593","7,704","7,704","7,766","7,820","7,907","7,997","8,081","8,080","8,154","8,202","8,249","8,331","8,405","8,478","8,557","8,632","8,696","8,752","8,822","8,882","8,962","9,039","9,108","9,170","9,169","9,168","9,223","9,297","9,362","9,433","9,483","9,525","9,594","9,671","9,739","9,818","9,890","9,948","9,998","10,057","10,119","10,188","10,255","10,331","10,385","10,439","10,513","10,593","10,664","10,743","10,809","10,863","10,909","10,970","11,027","11,089","11,158","11,222","11,259","11,313","11,389","11,454","11,517","11,575","11,642","11,691","11,738","11,797","11,850","11,930","11,985","12,044","12,078","12,104","12,145","12,185","12,232","12,288","12,348","12,386","12,409","12,454","12,497","12,541","12,597","12,644","12,675","12,709","12,752","12,793","12,831","12,893","12,943","12,978","13,010","13,056","13,102","13,148","13,205","13,257","13,296","13,326","13,369","13,425","13,478","13,539","13,599","13,641","13,680","13,741","13,794","13,856","13,927","13,981","14,052","14,101","14,159","14,234","14,316","14,393","14,464","14,530","14,584","14,658","14,748","14,835","14,941","15,020","15,102","15,157","15,241","15,367","15,447","15,537","15,607","15,676","15,733","15,813","15,895","15,995","16,091","16,191","16,266","16,343","16,432","16,536","16,668","16,818","16,922","17,034","17,095","17,094","17,201","17,334","17,482","17,613","17,722","17,806","17,886","18,032","18,164","18,304","18,446","18,569","18,657","18,755","18,887","19,009","19,136","19,257","19,398","19,482","19,586","19,733","19,868","20,045"
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Honduras,203,203,242,256,256,256,256,256,314,349,349,368,368,368,368,368,368,471,486,529,571,571,571,571,571,571,571,571,572,572,572,572,572,"1,090","1,090","1,144","1,196","1,195","1,195","1,496","1,496","1,496",20,"1,495","1,495","1,495","1,495","1,495","1,495","1,495","1,495","1,495","2,177","2,177","2,177","2,177","2,177","2,177","2,177","2,176","2,176","2,176","2,176","2,176","2,176","2,176","2,176","2,176","2,176","2,175","2,175","2,175","2,175","2,175","4,979","4,979","4,978","4,978","4,978","4,978","4,978","4,977","4,977","4,977","4,977","4,977","4,976","4,976","4,976","4,976","4,975","4,975","4,975","4,975","7,953","7,952","7,952","7,951","7,951","9,262","9,433","9,639","9,639","9,816","9,974","9,973","10,374","10,507","10,670","10,669","10,920","11,018","11,018","11,327","11,327","11,598","11,717","11,716","11,934","12,025","12,111","12,210","12,337","12,448","12,447","12,733","12,890","13,037","13,183","13,321","13,321","13,620","13,619","13,619","13,860","14,211","14,364","14,481","14,481","14,653","14,985","15,117","15,287","15,410","15,409","15,527","15,567","15,624","15,644","15,831","16,119","16,251","16,251","16,250","16,249","16,694","16,813","17,064","17,180","17,271","17,336","17,335","17,334","17,505","17,607","17,783","17,912","18,005","18,004","18,275","18,432","18,598","18,737","18,920","19,020","19,140","19,362","19,554","19,553","19,918","19,986","20,106","20,105","20,428","20,627","20,627","21,019","21,225","21,422","21,421","21,542","21,897","22,144","22,263","22,436","22,645","22,644","22,643","22,843","23,013","23,199","23,263","23,262","23,261","23,260","23,259","23,258","23,257","24,334","24,467","24,466","24,465","24,719","24,718","24,717","25,273","25,272","25,271","25,458","25,629","25,628","25,627","25,981","26,107","26,248","26,247","26,573","26,572","26,843","26,842","27,051","27,050","27,200","27,199","27,198","27,197","27,810","27,809","27,807","28,302","28,301","28,471","28,469","28,468","29,012","29,011","29,201","29,200","29,199","29,198","29,196","29,556","29,554","30,116","30,114","30,113","30,553","30,552","30,551","30,697","30,696","30,787","30,848","30,898","30,919","31,027","31,151","31,149","31,707","31,857","32,293","33,375","33,711","33,710","33,708","33,707","33,705","33,924","34,214","34,213","34,479","34,804","34,802","35,076","35,325","35,708","36,019","36,360","36,771","37,153","37,535","37,778","37,776","37,774","38,158","38,508","38,854"
Uruguay,"3,235","3,235","3,592","3,802","3,856","4,008","4,183","4,183","4,558","4,558","4,749","4,912","5,039","5,222","5,685","5,917","6,093","6,316","6,565","6,855","7,098","7,398","7,726","7,905","8,067","8,261","8,492","8,696","8,988","9,281","9,514","9,752","9,902","10,020","10,261","10,522","10,707","10,825","10,985","11,143","11,366","11,585",6,"12,274","12,520","12,644","12,829","13,023","13,181","13,393","13,658","13,829","13,945","14,079","14,297","14,533","14,774","14,994","15,220","15,336","15,468","15,687","156,872","16,093","16,190","16,375","16,493","16,608","16,941","17,365","17,736","18,069","18,477","18,593","18,892","19,086","19,441","19,704","20,027","20,289","20,566","20,885","21,189","21,465","21,887","22,239","22,486","22,620","23,016","23,443","23,825","24,261","24,755","25,143","25,506","26,091","26,495","27,387","28,054","28,658","29,086","29,645","30,207","30,887","31,459","31,931","32,675","33,153","33,686","34,258","35,194","35,712","36,535","37,069","37,631","37,938","38,341","38,971","39,476","39,912","41,033","41,501","42,087","42,469","43,186","43,771","44,435","45,066","45,663","46,099","46,507","46,936","47,398","47,795","48,254","49,267","49,509","49,827","50,371","50,917","51,391","51,998","52,908","53,427","53,764","54,268","54,762","55,401","56,154","56,640","56,970","57,946","58,463","59,051","59,917","60,465","60,855","61,241","62,235","62,776","63,659","64,524","64,949","65,677","66,017","66,833","67,276","67,953","68,717","69,643","70,523","70,973","71,539","72,293","73,103","73,850","74,710","75,492","75,950","76,622","77,143","77,873","78,684","79,533","80,280","80,880","81,643","82,413","83,422","84,120","84,997","86,038","86,938","87,651","88,351","89,417","90,525","91,299","92,182","93,142","93,490","94,251","95,136","96,076","96,950","97,793","99,007","99,867","100,810","102,057","103,150","104,064","105,386","106,497","107,303","108,488","108,790","110,960","112,322","113,450","114,810","115,421","116,859","118,514","119,614","120,857","121,981","123,666","124,728","125,768","127,281","128,889","131,036","132,460","134,575","135,757","137,372","139,197","141,031","142,767","144,683","146,595","147,995","149,794","151,923","154,420","156,482","158,851","160,733","162,441","164,559","167,688","171,522","173,306","174,268","176,276","177,833","179,882","182,010","183,957","185,288","186,428","187,993","189,439","191,703","193,579","195,310","197,382","199,200","201,642","203,057","205,304","207,424","209,617","212,142","214,590","216,382","217,665","219,501","221,753","223,857","226,594","228,463","230,275","231,556","233,653","235,843","237,935","240,365","242,109","243,630","244,805","246,843","249,090","251,045","252,707","254,044"
San Marino,"24,933","24,933","47,302","50,426","50,868","53,638","55,171","56,851","56,851","56,851","61,124","61,360","63,953","65,869","67,932","70,319","70,643","72,235","72,412","74,799","78,394","81,843","84,289","87,118","87,118","87,973","91,981","94,339","97,282","100,053","101,999","103,145","103,145","106,417","109,071","111,399","114,167","116,967","116,967","117,793","120,239","120,236","1,238","129,167","131,643","131,643","132,203","134,793","137,417","139,981","139,981","139,981","139,977","139,977","149,173","151,797","151,797","154,386","154,386","154,386","157,834","159,544","160,129","161,720","162,133","162,133","162,133","163,602","164,957","165,959","166,490","167,079","167,074","167,074","167,074","168,371","168,843","168,838","168,838","168,838","168,838","168,838","168,838","168,833","168,833","168,833","168,833","168,833","168,828","168,828","168,828","168,828","168,828","168,823","168,823","168,823","168,823","168,823","168,818","168,818","168,818","168,818","168,818","168,813","168,813","168,813","178,802","178,802","178,797","178,797","178,797","178,797","178,797","178,791","178,791","178,791","178,791","178,791","178,791","178,786","178,786","178,786","178,786","178,786","188,533","191,833","191,833","191,833","191,833","191,827","191,827","196,747","196,747","196,747","196,742","196,742","196,742","202,251","202,251","202,245","202,245","202,245","202,245","202,245","202,239","202,239","211,401","211,401","211,401","211,401","211,395","211,395","217,316","217,316","217,316","220,049","220,049","220,049","220,049","220,049","220,042","223,931","223,931","223,931","223,931","223,924","223,924","228,431","228,431","228,431","228,424","228,424","228,424","228,424","228,424","232,541","232,541","232,541","232,541","232,541","232,534","232,534","245,081","245,081","245,081","245,081","253,409","253,409","260,065","262,922","270,492","270,484","270,484","282,205","282,205","282,205","299,367","299,367","299,367","299,367","299,367","318,059","318,059","331,517","331,517","331,517","331,507","351,886","351,886","373,266","373,266","394,487","394,487","394,487","396,401","396,401","420,065","420,065","438,028","438,028","438,028","450,249","450,236","471,349","480,183","489,134","502,621","502,606","506,287","519,567","531,875","540,738","550,085","560,273","560,273","567,723","567,723","582,251","593,145","617,908","630,156","630,156","634,760","652,897","662,496","669,945","678,218","686,354","686,354","692,478","704,195","714,971","724,548","724,548","724,548","724,548","751,693","763,410","775,665","785,763","785,763","785,763","785,763","805,523","816,504","816,504","824,070","834,962","834,938","834,938","850,275","860,991","868,674","875,155","883,338","891,581","891,581","896,762","907,892","921,462","926,908","941,215","951,223","951,195","954,845","967,267","976,481","983,869","992,317","992,317","1,008,271","1,008,772","1,026,256","1,035,087","1,041,385","1,041,385","1,049,832"
Channel Islands,"19,095","19,095","19,095","19,095","19,095","19,095","19,095","19,095","19,095","19,095","30,725","30,725","30,725","30,725","30,725","30,725","30,725","30,725","30,725","30,725","30,725","30,725","30,725","30,725","30,725","30,725","30,725","30,725","30,762","30,761","30,761","30,760","30,759","30,758","30,758","30,757","30,756","30,755","59,039","59,038","59,036","59,035",259,"59,032","59,030","59,029","59,027","59,026","59,024","59,023","59,021","59,020","59,019","59,017","59,015","59,014","59,012","59,011","59,009","59,008","59,007","59,005","59,004","59,002","59,001","58,999","58,997","58,996","58,995","58,993","58,992","58,990","58,989","58,987","58,986","123,019","123,016","123,012","123,009","123,006","123,003","123,000","122,997","122,994","122,991","122,987","122,985","122,982","122,978","123,102","123,098","123,095","176,624","176,619","176,615","176,611","176,606","176,602","176,597","176,593","176,589","176,584","176,580","176,576","176,571","176,567","176,562","176,557","176,553","176,548","176,544","176,540","176,535","299,122","299,113","299,107","299,100","299,091","299,084","299,077","299,069","299,062","299,053","299,046","396,297","396,286","396,276","396,267","396,256","396,247","396,236","396,226","396,217","396,206","396,197","396,188","396,176","396,167","480,975","480,964","480,953","480,939","480,928","480,917","524,179","524,167","524,152","524,140","524,127","524,112","524,100","524,088","524,073","524,061","524,046","672,906","672,891","672,872","672,856","672,841","711,029","711,013","710,992","710,976","710,960","710,939","710,923","710,907","710,886","710,870","710,849","710,833","710,817","710,796","710,780","710,764","731,799","731,782","731,761","731,744","760,198","760,176","760,159","760,142","760,120","760,102","760,081","797,207","797,188","813,769","813,751","813,732","813,709","813,690","813,667","813,648","951,029","951,002","950,980","950,958","950,931","950,909","950,882","950,860","950,838","950,811","950,789","950,767","950,740","950,718","950,696","950,669","950,647","950,620","950,598","950,577","1,087,467","1,087,442","1,087,417","1,087,386","1,087,361","1,087,330","1,087,305","1,143,169","1,143,136","1,143,110","1,143,084","1,143,051","1,143,025","1,142,992","1,142,966","1,142,940","1,142,907","1,142,881","1,142,855","1,142,822","1,142,796","1,142,763","1,142,737","1,142,711","1,142,678","1,142,652","1,142,626","1,142,593","1,142,567","1,142,534","1,142,508","1,401,943","1,401,902","1,401,870","1,448,704","1,456,628","1,469,508","1,469,466","1,469,432","1,490,670","1,490,627","1,503,229","1,512,304","1,512,261","1,525,674","1,525,631","1,548,111","1,554,636","1,571,021","1,570,985","1,570,949","1,570,904","1,570,868","1,570,823","1,570,788","1,647,636","1,655,418","1,666,306","1,666,268","1,666,220","1,692,410","1,696,430","1,706,354","1,706,315","1,725,436","1,725,396","1,744,222","1,744,172","1,744,132","1,767,689","1,767,649","1,767,609","1,808,487","1,808,445","1,808,404","1,831,778","1,847,657","1,857,969","1,870,299","1,883,024","1,895,119"
Sri Lanka,223,223,223,302,302,317,345,345,614,647,647,712,827,827,988,"1,047","1,099","1,177","1,254","1,254","1,372","1,426","1,498","1,583","1,650","1,709","1,759","1,809","1,852","1,852","1,965","2,016","2,074","2,119","2,169","2,220","2,295","2,387","2,480","2,562","2,625","2,678",0.5,"2,844","2,906","2,987","3,053","3,103","3,186","3,284","3,372","3,457","3,515","3,595","3,595","3,751","3,818","3,818","3,961","4,015","4,015","4,145","4,204","4,269","4,268","4,402","4,441","4,441","4,549","4,549","4,549","4,727","4,727","4,727","4,727","4,908","4,908","4,908","5,160","5,160","5,160","5,160","5,359","5,359","5,359","5,359","5,359","5,700","5,700","5,866","5,973","6,088","6,200","6,327","6,327","6,517","6,517","6,708","6,708","6,708","6,708","6,708","7,146","7,146","7,261","7,261","7,261","7,480","7,567","7,567","7,567","7,783","7,783","7,783","7,783","7,783","7,783","7,783","7,783","7,783","7,783","7,783","7,782","7,782","7,782","9,102","9,102","9,102","9,102","9,102","9,726","9,726","9,962","10,095","10,228","10,228","10,228","10,552","10,642","10,759","10,759","10,977","10,976","10,976","10,976","10,976","10,976","10,976","11,634","11,634","11,844","11,947","12,014","12,121","12,242","12,242","12,413","12,521","12,573","12,573","12,770","12,857","12,857","13,051","13,165","13,252","13,317","13,429","13,509","13,509","13,509","13,509","13,836","13,924","14,152","14,413","14,638","14,974","15,323","15,323","15,968","16,274","16,684","16,684","17,465","17,908","17,908","17,908","18,957","19,367","19,744","20,185","20,613","21,026","21,474","21,886","22,424","22,424","23,352","23,911","24,457","24,456","25,417","25,416","25,416","27,037","27,036","28,290","28,290","28,765","29,236","29,682","30,319","30,838","31,337","31,745","32,262","32,742","33,273","33,795","34,359","34,856","35,204","35,689","36,253","36,872","37,428","38,036","38,597","38,944","39,569","40,204","40,838","40,837","42,107","42,780","42,780","43,885","43,885","45,286","46,098","46,807","47,435","47,435","47,434","48,582","49,849","50,620","51,393","51,392","52,427","53,074","53,073","54,414","55,043","55,558","56,127","56,530","57,022","57,608","58,271","58,951","59,450","59,449","59,448","61,128","62,549","62,589","63,391","64,145","64,761","65,326","65,992","66,670","67,375","68,012","68,720","69,418","70,083","70,923","70,922","72,570","72,570","74,248","74,943","75,708","76,418","77,322","78,166","78,921","78,920","80,216","80,790","81,405","82,096","82,656","83,342"
